Feature,Importance
cat__TotalCharges_537.35,0.0
cat__TotalCharges_5364.8,0.0
cat__TotalCharges_5360.75,0.0
cat__TotalCharges_536.4,0.0
cat__TotalCharges_536.35,0.0
cat__TotalCharges_5356.45,0.0
cat__TotalCharges_5377.8,0.0
cat__TotalCharges_535.55,0.0
cat__TotalCharges_535.35,0.0
cat__TotalCharges_5348.65,0.0
cat__TotalCharges_970.4,0.0
cat__TotalCharges_5347.95,0.0
cat__TotalCharges_5341.8,0.0
cat__TotalCharges_5336.35,0.0
cat__TotalCharges_5376.4,0.0
cat__TotalCharges_538.2,0.0
cat__TotalCharges_5330.2,0.0
cat__TotalCharges_54.75,0.0
cat__TotalCharges_541.9,0.0
cat__TotalCharges_541.5,0.0
cat__TotalCharges_541.15,0.0
cat__TotalCharges_5409.75,0.0
cat__TotalCharges_5405.8,0.0
cat__TotalCharges_5401.9,0.0
cat__TotalCharges_540.95,0.0
cat__TotalCharges_54.7,0.0
cat__TotalCharges_538.5,0.0
cat__TotalCharges_54.65,0.0
cat__TotalCharges_54.5,0.0
cat__TotalCharges_54.35,0.0
cat__TotalCharges_54.3,0.0
cat__TotalCharges_539.85,0.0
cat__TotalCharges_5388.15,0.0
cat__TotalCharges_5386.5,0.0
cat__TotalCharges_5333.35,0.0
cat__TotalCharges_533.9,0.0
cat__TotalCharges_5118.95,0.0
cat__TotalCharges_5290.45,0.0
cat__TotalCharges_53.15,0.0
cat__TotalCharges_53.05,0.0
cat__TotalCharges_5299.65,0.0
cat__TotalCharges_5294.6,0.0
cat__TotalCharges_5293.95,0.0
cat__TotalCharges_5293.4,0.0
cat__TotalCharges_5293.2,0.0
cat__TotalCharges_529.8,0.0
cat__TotalCharges_530.05,0.0
cat__TotalCharges_970.55,0.0
cat__TotalCharges_5289.8,0.0
cat__TotalCharges_5289.05,0.0
cat__TotalCharges_5283.95,0.0
cat__TotalCharges_5278.15,0.0
cat__TotalCharges_5276.1,0.0
cat__TotalCharges_5275.8,0.0
cat__TotalCharges_53.55,0.0
cat__TotalCharges_5301.1,0.0
cat__TotalCharges_533.6,0.0
cat__TotalCharges_5315.1,0.0
cat__TotalCharges_533.5,0.0
cat__TotalCharges_5329.55,0.0
cat__TotalCharges_5329,0.0
cat__TotalCharges_5327.25,0.0
cat__TotalCharges_5324.5,0.0
cat__TotalCharges_5321.25,0.0
cat__TotalCharges_5317.8,0.0
cat__TotalCharges_5311.85,0.0
cat__TotalCharges_5305.05,0.0
cat__TotalCharges_531.6,0.0
cat__TotalCharges_531.55,0.0
cat__TotalCharges_531.15,0.0
cat__TotalCharges_531,0.0
cat__TotalCharges_5309.5,0.0
cat__TotalCharges_5308.7,0.0
cat__TotalCharges_970.45,0.0
cat__TotalCharges_512.45,0.0
cat__TotalCharges_5116.6,0.0
cat__TotalCharges_542.4,0.0
cat__TotalCharges_4920.8,0.0
cat__TotalCharges_4939.25,0.0
cat__TotalCharges_4932.5,0.0
cat__TotalCharges_493.95,0.0
cat__TotalCharges_493.65,0.0
cat__TotalCharges_493.4,0.0
cat__TotalCharges_4922.4,0.0
cat__TotalCharges_4921.2,0.0
cat__TotalCharges_4920.55,0.0
cat__TotalCharges_494.9,0.0
cat__TotalCharges_492.55,0.0
cat__TotalCharges_492.1,0.0
cat__TotalCharges_492,0.0
cat__TotalCharges_4919.7,0.0
cat__TotalCharges_4917.75,0.0
cat__TotalCharges_4916.95,0.0
cat__TotalCharges_4916.4,0.0
cat__TotalCharges_494.05,0.0
cat__TotalCharges_4946.05,0.0
cat__TotalCharges_4913.3,0.0
cat__TotalCharges_497.6,0.0
cat__TotalCharges_4982.5,0.0
cat__TotalCharges_4981.15,0.0
cat__TotalCharges_498.25,0.0
cat__TotalCharges_978,0.0
cat__TotalCharges_4977.2,0.0
cat__TotalCharges_4973.4,0.0
cat__TotalCharges_4972.1,0.0
cat__TotalCharges_4968,0.0
cat__TotalCharges_4946.7,0.0
cat__TotalCharges_4964.7,0.0
cat__TotalCharges_496.9,0.0
cat__TotalCharges_4959.15,0.0
cat__TotalCharges_4953.25,0.0
cat__TotalCharges_4952.95,0.0
cat__TotalCharges_495.15,0.0
cat__TotalCharges_4949.1,0.0
cat__TotalCharges_4914.9,0.0
cat__TotalCharges_4911.35,0.0
cat__TotalCharges_4984.85,0.0
cat__TotalCharges_4885.85,0.0
cat__TotalCharges_4895.1,0.0
cat__TotalCharges_4891.5,0.0
cat__TotalCharges_4890.5,0.0
cat__TotalCharges_489.45,0.0
cat__TotalCharges_4889.3,0.0
cat__TotalCharges_4889.2,0.0
cat__TotalCharges_4888.2,0.0
cat__TotalCharges_488.65,0.0
cat__TotalCharges_49,0.0
cat__TotalCharges_488.25,0.0
cat__TotalCharges_4874.8,0.0
cat__TotalCharges_4874.7,0.0
cat__TotalCharges_4872.35,0.0
cat__TotalCharges_4872.2,0.0
cat__TotalCharges_4871.05,0.0
cat__TotalCharges_487.75,0.0
cat__TotalCharges_4896.35,0.0
cat__TotalCharges_49.05,0.0
cat__TotalCharges_4911.05,0.0
cat__TotalCharges_4900.65,0.0
cat__TotalCharges_4908.25,0.0
cat__TotalCharges_4905.75,0.0
cat__TotalCharges_4904.85,0.0
cat__TotalCharges_4904.25,0.0
cat__TotalCharges_4904.2,0.0
cat__TotalCharges_4903.15,0.0
cat__TotalCharges_4902.8,0.0
cat__TotalCharges_490.65,0.0
cat__TotalCharges_49.3,0.0
cat__TotalCharges_979.05,0.0
cat__TotalCharges_49.85,0.0
cat__TotalCharges_98.35,0.0
cat__TotalCharges_49.75,0.0
cat__TotalCharges_49.65,0.0
cat__TotalCharges_49.55,0.0
cat__TotalCharges_49.5,0.0
cat__TotalCharges_4983.05,0.0
cat__TotalCharges_4985.9,0.0
cat__TotalCharges_511.25,0.0
cat__TotalCharges_5044.8,0.0
cat__TotalCharges_5060.9,0.0
cat__TotalCharges_5060.85,0.0
cat__TotalCharges_506.9,0.0
cat__TotalCharges_5059.75,0.0
cat__TotalCharges_505.95,0.0
cat__TotalCharges_505.9,0.0
cat__TotalCharges_505.45,0.0
cat__TotalCharges_5043.2,0.0
cat__TotalCharges_5064.85,0.0
cat__TotalCharges_5040.2,0.0
cat__TotalCharges_504.2,0.0
cat__TotalCharges_504.05,0.0
cat__TotalCharges_5038.45,0.0
cat__TotalCharges_5038.15,0.0
cat__TotalCharges_5037.55,0.0
cat__TotalCharges_5036.9,0.0
cat__TotalCharges_5064.45,0.0
cat__TotalCharges_5068.05,0.0
cat__TotalCharges_5032.25,0.0
cat__TotalCharges_509.3,0.0
cat__TotalCharges_5102.35,0.0
cat__TotalCharges_510.8,0.0
cat__TotalCharges_51.6,0.0
cat__TotalCharges_51.25,0.0
cat__TotalCharges_51.15,0.0
cat__TotalCharges_5099.15,0.0
cat__TotalCharges_973.35,0.0
cat__TotalCharges_5083.55,0.0
cat__TotalCharges_5069.65,0.0
cat__TotalCharges_5082.8,0.0
cat__TotalCharges_5073.1,0.0
cat__TotalCharges_5071.9,0.0
cat__TotalCharges_5071.05,0.0
cat__TotalCharges_5070.4,0.0
cat__TotalCharges_507.9,0.0
cat__TotalCharges_507.4,0.0
cat__TotalCharges_5036.3,0.0
cat__TotalCharges_5031.85,0.0
cat__TotalCharges_499.4,0.0
cat__TotalCharges_50.55,0.0
cat__TotalCharges_500.1,0.0
cat__TotalCharges_50.9,0.0
cat__TotalCharges_50.8,0.0
cat__TotalCharges_973.65,0.0
cat__TotalCharges_50.7,0.0
cat__TotalCharges_50.65,0.0
cat__TotalCharges_50.6,0.0
cat__TotalCharges_973.95,0.0
cat__TotalCharges_5000.2,0.0
cat__TotalCharges_50.35,0.0
cat__TotalCharges_50.15,0.0
cat__TotalCharges_50.1,0.0
cat__TotalCharges_4997.5,0.0
cat__TotalCharges_4995.35,0.0
cat__TotalCharges_4993.4,0.0
cat__TotalCharges_4990.25,0.0
cat__TotalCharges_5000.05,0.0
cat__TotalCharges_501.35,0.0
cat__TotalCharges_5031,0.0
cat__TotalCharges_502.6,0.0
cat__TotalCharges_973.45,0.0
cat__TotalCharges_503.25,0.0
cat__TotalCharges_5029.2,0.0
cat__TotalCharges_5029.05,0.0
cat__TotalCharges_5025.8,0.0
cat__TotalCharges_5025,0.0
cat__TotalCharges_502.85,0.0
cat__TotalCharges_973.55,0.0
cat__TotalCharges_5011.15,0.0
cat__TotalCharges_5017.9,0.0
cat__TotalCharges_5017.7,0.0
cat__TotalCharges_5016.65,0.0
cat__TotalCharges_5016.25,0.0
cat__TotalCharges_5013,0.0
cat__TotalCharges_5012.35,0.0
cat__TotalCharges_5012.1,0.0
cat__TotalCharges_5411.65,0.0
cat__TotalCharges_5424.25,0.0
cat__TotalCharges_5420.65,0.0
cat__TotalCharges_5753.25,0.0
cat__TotalCharges_5769.75,0.0
cat__TotalCharges_5769.6,0.0
cat__TotalCharges_5763.15,0.0
cat__TotalCharges_5762.95,0.0
cat__TotalCharges_5760.65,0.0
cat__TotalCharges_576.65,0.0
cat__TotalCharges_5757.2,0.0
cat__TotalCharges_575.45,0.0
cat__TotalCharges_577.6,0.0
cat__TotalCharges_5749.8,0.0
cat__TotalCharges_5746.75,0.0
cat__TotalCharges_5746.15,0.0
cat__TotalCharges_5743.3,0.0
cat__TotalCharges_5743.05,0.0
cat__TotalCharges_5742.9,0.0
cat__TotalCharges_574.5,0.0
cat__TotalCharges_577.15,0.0
cat__TotalCharges_5774.55,0.0
cat__TotalCharges_5733.4,0.0
cat__TotalCharges_5794.65,0.0
cat__TotalCharges_5809.75,0.0
cat__TotalCharges_580.8,0.0
cat__TotalCharges_580.1,0.0
cat__TotalCharges_58.85,0.0
cat__TotalCharges_58.3,0.0
cat__TotalCharges_58.15,0.0
cat__TotalCharges_5798.3,0.0
cat__TotalCharges_5794.45,0.0
cat__TotalCharges_5776.45,0.0
cat__TotalCharges_5791.1,0.0
cat__TotalCharges_579.4,0.0
cat__TotalCharges_579,0.0
cat__TotalCharges_5784.3,0.0
cat__TotalCharges_5780.7,0.0
cat__TotalCharges_578.5,0.0
cat__TotalCharges_5779.6,0.0
cat__TotalCharges_5737.6,0.0
cat__TotalCharges_963.95,0.0
cat__TotalCharges_581.85,0.0
cat__TotalCharges_57.2,0.0
cat__TotalCharges_5706.3,0.0
cat__TotalCharges_5706.2,0.0
cat__TotalCharges_5705.05,0.0
cat__TotalCharges_5703.25,0.0
cat__TotalCharges_5703,0.0
cat__TotalCharges_57.5,0.0
cat__TotalCharges_964.9,0.0
cat__TotalCharges_5692.65,0.0
cat__TotalCharges_571.15,0.0
cat__TotalCharges_5688.45,0.0
cat__TotalCharges_5688.05,0.0
cat__TotalCharges_5685.8,0.0
cat__TotalCharges_5683.6,0.0
cat__TotalCharges_5682.25,0.0
cat__TotalCharges_5681.1,0.0
cat__TotalCharges_5680.9,0.0
cat__TotalCharges_571.05,0.0
cat__TotalCharges_571.75,0.0
cat__TotalCharges_5731.4,0.0
cat__TotalCharges_964.35,0.0
cat__TotalCharges_5730.7,0.0
cat__TotalCharges_5730.15,0.0
cat__TotalCharges_573.75,0.0
cat__TotalCharges_573.3,0.0
cat__TotalCharges_573.05,0.0
cat__TotalCharges_5728.55,0.0
cat__TotalCharges_5727.45,0.0
cat__TotalCharges_5727.15,0.0
cat__TotalCharges_5711.05,0.0
cat__TotalCharges_5720.95,0.0
cat__TotalCharges_5720.35,0.0
cat__TotalCharges_572.2,0.0
cat__TotalCharges_5718.2,0.0
cat__TotalCharges_5717.85,0.0
cat__TotalCharges_5714.25,0.0
cat__TotalCharges_5714.2,0.0
cat__TotalCharges_962.9,0.0
cat__TotalCharges_5810.9,0.0
cat__TotalCharges_568.2,0.0
cat__TotalCharges_5916.45,0.0
cat__TotalCharges_5921.35,0.0
cat__TotalCharges_592.75,0.0
cat__TotalCharges_961.4,0.0
cat__TotalCharges_592.65,0.0
cat__TotalCharges_5918.8,0.0
cat__TotalCharges_5917.55,0.0
cat__TotalCharges_5916.95,0.0
cat__TotalCharges_5914.4,0.0
cat__TotalCharges_5925.75,0.0
cat__TotalCharges_5913.95,0.0
cat__TotalCharges_5903.15,0.0
cat__TotalCharges_590.35,0.0
cat__TotalCharges_59.55,0.0
cat__TotalCharges_59.25,0.0
cat__TotalCharges_59.05,0.0
cat__TotalCharges_5899.85,0.0
cat__TotalCharges_5924.4,0.0
cat__TotalCharges_593.05,0.0
cat__TotalCharges_5897.4,0.0
cat__TotalCharges_5940.85,0.0
cat__TotalCharges_5956.85,0.0
cat__TotalCharges_5953,0.0
cat__TotalCharges_5950.2,0.0
cat__TotalCharges_595.05,0.0
cat__TotalCharges_5948.7,0.0
cat__TotalCharges_5943.65,0.0
cat__TotalCharges_5941.05,0.0
cat__TotalCharges_5936.55,0.0
cat__TotalCharges_593.2,0.0
cat__TotalCharges_5931.75,0.0
cat__TotalCharges_5931,0.0
cat__TotalCharges_5930.05,0.0
cat__TotalCharges_593.85,0.0
cat__TotalCharges_593.75,0.0
cat__TotalCharges_593.45,0.0
cat__TotalCharges_593.3,0.0
cat__TotalCharges_5898.6,0.0
cat__TotalCharges_5894.5,0.0
cat__TotalCharges_5811.8,0.0
cat__TotalCharges_583.45,0.0
cat__TotalCharges_5848.6,0.0
cat__TotalCharges_5846.65,0.0
cat__TotalCharges_5844.65,0.0
cat__TotalCharges_5839.3,0.0
cat__TotalCharges_5835.5,0.0
cat__TotalCharges_5832,0.0
cat__TotalCharges_5831.2,0.0
cat__TotalCharges_5826.65,0.0
cat__TotalCharges_586.05,0.0
cat__TotalCharges_5825.5,0.0
cat__TotalCharges_5824.75,0.0
cat__TotalCharges_582.5,0.0
cat__TotalCharges_5817.45,0.0
cat__TotalCharges_5817,0.0
cat__TotalCharges_5812.6,0.0
cat__TotalCharges_5812,0.0
cat__TotalCharges_585.95,0.0
cat__TotalCharges_5860.7,0.0
cat__TotalCharges_5893.95,0.0
cat__TotalCharges_5883.85,0.0
cat__TotalCharges_5893.9,0.0
cat__TotalCharges_5893.15,0.0
cat__TotalCharges_5890,0.0
cat__TotalCharges_589.25,0.0
cat__TotalCharges_5886.85,0.0
cat__TotalCharges_5885.4,0.0
cat__TotalCharges_962.25,0.0
cat__TotalCharges_5882.75,0.0
cat__TotalCharges_5861.75,0.0
cat__TotalCharges_5878.9,0.0
cat__TotalCharges_5873.75,0.0
cat__TotalCharges_587.45,0.0
cat__TotalCharges_587.4,0.0
cat__TotalCharges_587.1,0.0
cat__TotalCharges_5869.4,0.0
cat__TotalCharges_5867,0.0
cat__TotalCharges_568.85,0.0
cat__TotalCharges_5676.65,0.0
cat__TotalCharges_4869.35,0.0
cat__TotalCharges_55.2,0.0
cat__TotalCharges_550.35,0.0
cat__TotalCharges_550.1,0.0
cat__TotalCharges_55.8,0.0
cat__TotalCharges_55.7,0.0
cat__TotalCharges_55.55,0.0
cat__TotalCharges_55.45,0.0
cat__TotalCharges_55.3,0.0
cat__TotalCharges_969.85,0.0
cat__TotalCharges_5502.55,0.0
cat__TotalCharges_55.05,0.0
cat__TotalCharges_55,0.0
cat__TotalCharges_97,0.0
cat__TotalCharges_5498.8,0.0
cat__TotalCharges_5498.2,0.0
cat__TotalCharges_5497.05,0.0
cat__TotalCharges_5496.9,0.0
cat__TotalCharges_550.6,0.0
cat__TotalCharges_5508.35,0.0
cat__TotalCharges_5485.5,0.0
cat__TotalCharges_552.65,0.0
cat__TotalCharges_5536.5,0.0
cat__TotalCharges_5535.8,0.0
cat__TotalCharges_553.4,0.0
cat__TotalCharges_553,0.0
cat__TotalCharges_5528.9,0.0
cat__TotalCharges_552.9,0.0
cat__TotalCharges_552.7,0.0
cat__TotalCharges_552.1,0.0
cat__TotalCharges_5509.3,0.0
cat__TotalCharges_5515.8,0.0
cat__TotalCharges_5515.45,0.0
cat__TotalCharges_5511.65,0.0
cat__TotalCharges_5510.65,0.0
cat__TotalCharges_551.95,0.0
cat__TotalCharges_551.35,0.0
cat__TotalCharges_551.3,0.0
cat__TotalCharges_5487,0.0
cat__TotalCharges_5484.4,0.0
cat__TotalCharges_5538.8,0.0
cat__TotalCharges_5436.45,0.0
cat__TotalCharges_5442.05,0.0
cat__TotalCharges_5440.9,0.0
cat__TotalCharges_544.55,0.0
cat__TotalCharges_97.1,0.0
cat__TotalCharges_5438.95,0.0
cat__TotalCharges_5438.9,0.0
cat__TotalCharges_5437.75,0.0
cat__TotalCharges_5435.6,0.0
cat__TotalCharges_5445.95,0.0
cat__TotalCharges_5435,0.0
cat__TotalCharges_5432.2,0.0
cat__TotalCharges_5431.9,0.0
cat__TotalCharges_5431.4,0.0
cat__TotalCharges_543.8,0.0
cat__TotalCharges_543,0.0
cat__TotalCharges_5426.85,0.0
cat__TotalCharges_5443.65,0.0
cat__TotalCharges_5448.6,0.0
cat__TotalCharges_5483.9,0.0
cat__TotalCharges_5464.65,0.0
cat__TotalCharges_5481.25,0.0
cat__TotalCharges_548.9,0.0
cat__TotalCharges_548.8,0.0
